name,online_order,book_table,rate,votes,location,rest_type,dish_liked,approx_cost(for two people),listed_in(city)
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,"Tea, Vada Sambar, Masala Dosa",600.0,Bannerghatta Road
Modern Restaurant,Yes,No,3.0,17,BTM,Casual Dining,,450.0,Bannerghatta Road
Tasty Momos,No,No,,0,Indiranagar,Quick Bites,,200.0,Old Airport Road
Tenco Infusions,No,No,3.5,15,Indiranagar,Beverage Shop,,200.0,MG Road
SS Food Point,No,No,,0,HSR,Quick Bites,,250.0,BTM
Miro Bar - Miraya Hotel & Residences,No,No,3.8,26,Whitefield,Lounge,,2000.0,Brookefield
The Tandoori Chai,Yes,No,3.9,61,HSR,Quick Bites,"Tandoori Chai, Tea, Paratha, Samosa Chaat, Onion Pakoda, Raj Kachori",400.0,Koramangala 4th Block
Roti Wala,Yes,No,4.0,199,BTM,Quick Bites,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300.0,BTM
Keep It Straight Cafe,Yes,Yes,3.9,202,HSR,Cafe,"Coffee, Tea, Pasta Alfredo, Chai, Burgers, White Sauce Pasta, French Fries",500.0,HSR
Kannoor Restaurant,Yes,No,3.1,18,BTM,Casual Dining,,700.0,Koramangala 5th Block
Truffles,No,No,4.6,1313,Indiranagar,"Cafe, Casual Dining","Burgers, Pasta, Crunchy Veg Burger, American Cheese Burger, Peri Peri Chicken Burger, Mojito, Chicken Paprika",900.0,Indiranagar
Tongue Twisters,Yes,No,3.5,283,BTM,Quick Bites,"Veg Thali, Fish Thali",350.0,BTM
New Leaf Restaurant,Yes,Yes,3.7,59,Indiranagar,Casual Dining,Hot Pot,1500.0,Frazer Town
Momo Blues,Yes,No,,0,Koramangala 5th Block,Quick Bites,,200.0,BTM
Chetty's Coffee,Yes,No,3.9,44,Indiranagar,Quick Bites,"Kesari Bath, Vada, Filter Coffee",150.0,MG Road
Two States,No,No,3.4,5,BTM,Quick Bites,,250.0,BTM
Krispy Kreme,Yes,No,4.0,132,Whitefield,Dessert Parlor,"Donut, Filter Coffee, Chocolate Doughnut, Custard",300.0,Whitefield
Taco Bell,Yes,No,4.2,387,Indiranagar,Quick Bites,"Tacos, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Salsa, Mexican Fries, Paneer Taco",600.0,Indiranagar
New Punjabi Tasty Khana,Yes,No,3.0,176,Whitefield,Quick Bites,"Laccha Paratha, Butter Naan, Roti, Vegetable Biryani",400.0,Whitefield
Barista,No,No,3.5,66,Koramangala 5th Block,Cafe,"Coffee, Cappuccino, Sandwiches, Chicken Sandwich",300.0,BTM
Third Wave Coffee Roasters,No,No,4.2,311,Indiranagar,Cafe,"Wedges, Chicken Sandwich, Sandwiches, Cappuccino, Gourmet Coffee, Cheesecake, Fries",800.0,Indiranagar
Al-Marhaba Restaurant,Yes,No,,0,BTM,Quick Bites,,400.0,Koramangala 5th Block
Lassi & More,Yes,No,,0,HSR,Beverage Shop,,150.0,Bellandur
Coastal Mama,No,Yes,4.1,468,JP Nagar,Casual Dining,"Murgh Ghee Roast, Neer Dosa, Sea Food, Fish, Prawn Ghee Roast, Prawn Curry, Vegetable Biryani",700.0,JP Nagar
New Punjabi Hotel,No,No,3.7,125,Indiranagar,Quick Bites,"Tandoori Chicken, Aloo Paratha, Chicken Curry, Butter Naan, Paneer Bhurji",300.0,Old Airport Road
Kullukki,Yes,No,3.5,9,Koramangala 5th Block,Quick Bites,,400.0,BTM
Soul Curries,No,No,,0,JP Nagar,Quick Bites,,150.0,Bannerghatta Road
Mini Adiga's,No,No,2.8,27,BTM,Quick Bites,,250.0,Koramangala 6th Block
Kaka Food Corner,Yes,No,3.4,89,Whitefield,Quick Bites,"Panneer Butter Masala, Lassi",300.0,Whitefield
Hungry Bowl,No,No,3.6,51,Koramangala 5th Block,"Takeaway, Delivery",,500.0,Koramangala 4th Block
A Bar,No,No,3.3,19,HSR,Bar,,600.0,Koramangala 5th Block
Brownie Heaven,Yes,No,3.9,18,Koramangala 5th Block,Dessert Parlor,,300.0,Koramangala 4th Block
Mangalore Lunch Home,Yes,No,3.6,43,BTM,Quick Bites,,250.0,Koramangala 7th Block
Sree Krishna Kafe,Yes,No,4.2,973,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",200.0,Koramangala 7th Block
City Cafe,Yes,No,3.3,4,JP Nagar,"Beverage Shop, Quick Bites",,200.0,Jayanagar
Sri Vinayaka Andhra Mess,No,No,3.3,4,Koramangala 5th Block,Mess,,300.0,Koramangala 4th Block
Oota Bangalore,No,No,4.6,463,Whitefield,Casual Dining,"Cocktails, Craft Beer, Chicken Sukha, Murgh Ghee Roast, Biryani, Neer Dosa, Vada",1700.0,Brookefield
Dabba Gosht,Yes,No,3.4,15,HSR,"Takeaway, Delivery",,400.0,Koramangala 4th Block
Drunken Monkey,Yes,No,3.9,210,Indiranagar,"Beverage Shop, Quick Bites","Sandwiches, Thick Shakes, Nutella Shake, Sandwich, Coffee, Choco Almond",500.0,Old Airport Road
BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",,400.0,Koramangala 4th Block
SSignature,No,No,,0,HSR,Casual Dining,,800.0,HSR
Le Charcoal Xpress,Yes,No,4.0,164,HSR,Quick Bites,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken",500.0,HSR
Rara Avis,No,No,3.7,19,HSR,"Takeaway, Delivery",,400.0,Koramangala 4th Block
The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,,350.0,BTM
Best In Klass,Yes,No,3.2,47,Whitefield,Quick Bites,,200.0,Whitefield
Tandoor Nation,Yes,No,3.0,39,BTM,Quick Bites,,400.0,Jayanagar
Grills And Tandoor,Yes,Yes,3.6,107,Koramangala 5th Block,Casual Dining,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish",900.0,BTM
Shubh Sweets,No,No,3.9,331,HSR,"Quick Bites, Sweet Shop","Panipuri, Jalebi Rabri, Momos, Papdi Chaat, Dhokla, Paratha, Aloo Tikki Chat",400.0,HSR
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,,700.0,BTM
Copper Chimney,Yes,Yes,4.1,80,Indiranagar,Casual Dining,"Chura Paratha, Mocktails, Phirni, Shikanji, Soan Papdi",1200.0,Indiranagar
Faasos,Yes,No,3.9,140,Indiranagar,Delivery,"Chicken Wrap, Rolls, Potato Wrap, Veggie Wrap, Cheesy Chicken, Thali, Kheer",500.0,Indiranagar
Dice N Dine,Yes,Yes,4.3,1810,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta",900.0,Koramangala 7th Block
Best Biryani,No,No,,0,HSR,Quick Bites,,500.0,BTM
Lazeez,Yes,No,3.1,911,Koramangala 5th Block,Casual Dining,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni",600.0,Koramangala 7th Block
Mak n Vak - Fyn,Yes,No,3.9,338,HSR,Quick Bites,"Liti Chokha, Chilli Chicken, Chicken Litti, Paratha, Lassi, Pan Fried Momos, Egg Curry",500.0,Koramangala 4th Block
Raaga,Yes,Yes,3.8,298,Indiranagar,Casual Dining,"Panner Tikka, Chicken Biryani, Thali, Gajar Ka Halwa, Lunch Buffet, Raita, Tandoori Aloo",1200.0,Frazer Town
Zeeshan,Yes,No,3.1,320,JP Nagar,Casual Dining,"Firni, Rolls, Egg Roll, Chicken Biryani, Mutton Biryani, Calcutta Biryani, Haleem",600.0,Bannerghatta Road
Tiffin Box,Yes,No,,0,BTM,"Takeaway, Delivery",,200.0,BTM
Wangs Kitchen,Yes,No,2.8,39,JP Nagar,Casual Dining,,1000.0,JP Nagar
Traffic,No,No,,0,BTM,"Takeaway, Delivery",,100.0,Koramangala 7th Block
Amjad Bhai's Star Hotel - Home Food Only,No,No,,0,BTM,Quick Bites,,300.0,BTM
Gelato Italiano,Yes,No,3.9,110,Koramangala 5th Block,Dessert Parlor,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake",200.0,Koramangala 4th Block
Dande Hyderabad Biryani,Yes,No,3.4,6,Whitefield,"Takeaway, Delivery",,500.0,Whitefield
Sufra Restaurant,Yes,Yes,3.7,112,HSR,Casual Dining,"Butter Chicken, Tikka, Chicken Biryani, Naan, Dal Tadka",800.0,HSR
Hammered,No,No,4.3,430,HSR,"Bar, Casual Dining","Cocktails, Pizza, Nachos, Andhra Chilli Chicken, Bruschettas, Beer, Ravioli",1200.0,Koramangala 6th Block
Tummy Delight,No,No,3.5,15,BTM,Quick Bites,,400.0,BTM
Kulfi Club,No,No,,0,BTM,Dessert Parlor,,200.0,Koramangala 5th Block
Bistro Oui,Yes,Yes,4.1,402,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup",1200.0,Koramangala 5th Block
Cake Dilim,Yes,No,3.7,91,HSR,Bakery,Chocolate Cake,400.0,Koramangala 4th Block
Bengali Fun Foods,Yes,Yes,3.9,65,BTM,Casual Dining,,600.0,Koramangala 4th Block
ARB Restaurant,No,No,,0,Whitefield,Quick Bites,,400.0,Whitefield
Sai Mango Tree,Yes,No,3.6,45,BTM,Casual Dining,,500.0,Koramangala 6th Block
Ammayi Thakkaram,No,No,,0,BTM,Quick Bites,,400.0,Koramangala 4th Block
The Waffles Hut,Yes,No,3.8,23,Koramangala 5th Block,Dessert Parlor,,400.0,Koramangala 5th Block
What the Food,No,No,3.6,38,BTM,Quick Bites,,250.0,Koramangala 4th Block
Rajesh Restaurant,Yes,Yes,3.5,59,HSR,Casual Dining,"Coffee, Thali",700.0,HSR
Bruncherz,No,No,3.5,15,BTM,Quick Bites,,200.0,Koramangala 7th Block
Andhra Ruchulu,Yes,Yes,4.2,1430,JP Nagar,Casual Dining,"Paneer Tikka, Bhuna Gosht, Andhra Meal, Chicken Biryani, Chicken Guntur, Chicken Sholey Kebab, Andhra Biryani",800.0,BTM
Marenahalli Donne Biriyani,Yes,No,3.9,259,JP Nagar,Quick Bites,,300.0,Basavanagudi
Nieghbourhood Cafe,No,No,3.7,39,Whitefield,Casual Dining,,750.0,Whitefield
Chef Delicacies,Yes,No,3.1,8,JP Nagar,"Takeaway, Delivery",,400.0,JP Nagar
Capsicum Family Restaurant,Yes,No,3.8,257,BTM,Casual Dining,Mutton Biryani,800.0,Koramangala 7th Block
Hangover,Yes,Yes,4.0,1413,Indiranagar,"Bar, Casual Dining","Cocktails, Blueberry Cheesecake, Margarita, Long Island Iced Tea, Sangria, Bbq Pizza, Beer",1500.0,Indiranagar
Dhaba Bytes,Yes,No,4.1,131,HSR,Casual Dining,"Naan, Roti, Shahi Paneer, Shahi Tukda",650.0,HSR
Mani's Dum Biryani,Yes,No,4.2,380,JP Nagar,Casual Dining,"Paneer Biryani, Raita, Gulab Jamun, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Chicken Kebab Biryani",750.0,JP Nagar
Cheesy Juicy Burgers,Yes,No,3.9,82,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger",500.0,Indiranagar
Cafe Potpourri,Yes,No,3.7,131,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400.0,Bannerghatta Road
Laddoos,Yes,No,3.4,277,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa",250.0,Koramangala 7th Block
Foodies Hut,No,No,,0,Whitefield,Quick Bites,,500.0,Whitefield
Just Sandwiches,Yes,No,3.6,10,BTM,Quick Bites,,100.0,Koramangala 6th Block
Mumbai Tiffin,Yes,No,4.4,1290,HSR,Quick Bites,"Thali, Coffee, Buttermilk, Tea, Methi Paratha, Sweet Lassi, Aamras",400.0,Koramangala 4th Block
Donne Biryani House,Yes,No,3.7,70,HSR,Delivery,,350.0,HSR
The Village Restaurant,No,No,3.0,9,Whitefield,Quick Bites,,200.0,Whitefield
Tasty Magic,Yes,No,2.7,74,BTM,Casual Dining,"Shawarma, Chicken Grill, Biryani",600.0,Koramangala 6th Block
Omleterian,Yes,No,,0,HSR,Quick Bites,,200.0,Koramangala 6th Block
Burger Lounge,Yes,No,3.6,75,Koramangala 5th Block,Quick Bites,"Burgers, Zinger Burger",600.0,Koramangala 4th Block
Chination,No,No,,0,HSR,Delivery,,600.0,Koramangala 6th Block
Sri Sharana Basaveshwara Khanavali,No,No,,0,BTM,Quick Bites,,200.0,Koramangala 7th Block
eat.fit,Yes,No,4.6,155,Koramangala 5th Block,Delivery,"Brownie, Veg Thali, Noodles",500.0,Koramangala 5th Block
WTF,Yes,No,4.1,96,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Steak, Nachos, Omelette",600.0,Koramangala 7th Block
Pabrai's Fresh & Naturelle Icecreams,Yes,No,4.3,324,HSR,Dessert Parlor,"Gur Ice Cream, Nolen Gurer Ice Cream, Pizza, Nolen Gur, Paan Ice Cream, Filter Coffee Ice Cream, Chocolate Hazelnut",180.0,Koramangala 4th Block
Shanmukha,No,No,3.1,39,JP Nagar,"Takeaway, Delivery",,400.0,Bannerghatta Road
Hello Brother Hotel,No,No,3.4,6,HSR,Quick Bites,,300.0,HSR
Kannur Food Point,No,No,4.0,141,BTM,Quick Bites,"Roast Chicken, Thalassery Biryani",200.0,Koramangala 7th Block
Momo Time,Yes,No,,0,BTM,Quick Bites,,600.0,Koramangala 4th Block
Zee5 Loft,Yes,No,4.4,792,HSR,Cafe,"Pizza, Pasta, Lemonade, Brownie, Chocolate Shake, Peri Peri Fries, Chicken Wings",700.0,HSR
Onesta,Yes,Yes,4.4,4386,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600.0,BTM
Vinaya Coffee Moments,Yes,No,3.8,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta",450.0,JP Nagar
Mango Tree- The Beer Garden,Yes,Yes,4.1,1320,JP Nagar,Casual Dining,"Dragon Chicken, Mutton Biryani, Mocktails, Dal Makhani, Rumali Roti, Butter Naan, Paneer Tikka",1200.0,Bannerghatta Road
Barbeque Delight,Yes,No,3.7,65,Koramangala 5th Block,Casual Dining,"Tandoori Chicken, Paratha",800.0,Jayanagar
Inntense Restobar,No,Yes,,0,Indiranagar,"Bar, Casual Dining","Margarita, Churros, Cocktails, Wings, Murgh Ghee Roast, Nachos",1600.0,Old Airport Road
The Bong Palate,Yes,No,3.8,60,BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Chicken Biryani",300.0,BTM
Kumbakonam Degree Coffee,Yes,No,3.8,66,Indiranagar,Quick Bites,"Filter Coffee, Mini Idlis",200.0,Indiranagar
Chirayu Biryani House,No,No,,0,Whitefield,Delivery,,300.0,Whitefield
TBC Sky Lounge,No,Yes,4.7,6745,HSR,"Casual Dining, Bar","Kulcha, Cocktails, Peri Peri Chicken, Masala Peanuts, Virgin Colada, Apple Pie, Sea Food",1000.0,HSR
The little Kitchen,Yes,No,3.3,4,JP Nagar,Quick Bites,,300.0,BTM
Ambur Star Briyani,Yes,No,3.7,118,BTM,Quick Bites,"Mutton Biryani, Ambur Biryani, Chicken Biryani",400.0,Koramangala 6th Block
Dal Roti,Yes,No,3.7,117,JP Nagar,Quick Bites,"Dal Makhani, Thali, Rajma Masala, Dal Fry, Sweet Lassi, Gulab Jamun",150.0,Jayanagar
Kaaka T Cafe,No,No,3.5,6,BTM,Quick Bites,,400.0,Koramangala 5th Block
Vapour Pub & Brewery,No,Yes,4.2,6998,Indiranagar,"Microbrewery, Pub","Pesto Pasta, Craft Beer, Wheat Beer, Cocktails, Crispy Chilli Corn, Butter Chicken, Paneer Tikka",1400.0,Old Airport Road
Aarya Pork Hotel,No,No,3.4,12,BTM,Quick Bites,,300.0,Koramangala 5th Block
New Shanthi Sagar,No,No,,0,BTM,"Takeaway, Delivery",,300.0,Koramangala 7th Block
Swad Punjab Da,Yes,No,4.1,133,BTM,Quick Bites,"Lassi, Veg Thali, Roti, Aloo Paratha, Egg Curry",150.0,Koramangala 5th Block
Coastal Delight,Yes,No,4.1,198,Indiranagar,Casual Dining,"Sea Food, Neer Dosa, Murgh Ghee Roast, Chicken Sukha, Chicken Curry, Prawn Ghee Roast, Fish Fry",650.0,Indiranagar
Dhaba Bytes,Yes,No,4.1,131,HSR,Casual Dining,"Naan, Roti, Shahi Paneer, Shahi Tukda",650.0,BTM
What's In A Name,Yes,Yes,4.1,1785,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu",1200.0,Koramangala 4th Block
Cafe Terra,Yes,No,4.2,401,Indiranagar,Cafe,"English Breakfast, Waffles, Pasta, Chicken Lasagne, Thukpa, Momos, Watermelon Juice",500.0,MG Road
The Punjabi Rasoi,No,No,3.4,0,JP Nagar,Casual Dining,,800.0,Jayanagar
Zaitoon,Yes,Yes,4.1,1547,JP Nagar,Casual Dining,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1000.0,Jayanagar
SMS: Stop Making Sense,No,No,,0,HSR,Quick Bites,,400.0,HSR
Cafe Coffee Day,No,No,,0,Whitefield,Cafe,,900.0,Whitefield
Northern Tadka,Yes,No,,0,Whitefield,Delivery,,400.0,Whitefield
Side Street Kitchen,No,No,,0,Koramangala 5th Block,Quick Bites,,400.0,Koramangala 4th Block
Regal Cafe,No,No,,0,BTM,"Quick Bites, Beverage Shop",,200.0,Koramangala 7th Block
Waffle Magic,No,No,4.2,583,Indiranagar,Cafe,"Wedges, Chicken Waffles, Sandwiches, Blueberry Waffles, Blueberry Pancakes, Fruit Pancake, Belgian Waffles",700.0,Indiranagar
Kumbakonam Degree Coffee,No,No,3.8,67,Indiranagar,Quick Bites,"Filter Coffee, Mini Idlis",200.0,Old Airport Road
Hotel Dine City,Yes,No,3.5,83,HSR,Casual Dining,,800.0,HSR
Bombay Kulfis,Yes,No,3.9,28,Koramangala 5th Block,Dessert Parlor,,200.0,Koramangala 4th Block
Sreeraj Lassi Bar,Yes,No,4.0,87,BTM,Beverage Shop,"Faluda, Fruit Salad, Fruit Lassi",200.0,Koramangala 7th Block
Chef Baker's,Yes,No,3.8,206,HSR,"Bakery, Cafe","Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges",600.0,Koramangala 4th Block
Seekers Cafe,No,No,3.6,25,BTM,Casual Dining,,500.0,BTM
Magix's Parattha Roll,Yes,No,3.7,186,BTM,Quick Bites,"Rolls, Chicken Roll, Tandoori Chicken, Biryani, Chicken Lollipop, Paratha, Chicken Grill",400.0,Koramangala 4th Block
Urban Tamaasha,Yes,Yes,4.1,880,Indiranagar,Casual Dining,"Virgin Mojito, Pasta Alfredo, Mocktails, Mutton Boti Kebab, Diwani Handi, Chelo Kebab, Dragon Rolls",1200.0,Old Airport Road
We Foodie,Yes,No,2.6,21,Whitefield,Quick Bites,,300.0,Whitefield
Mynutrikitchen,Yes,No,3.6,59,HSR,Delivery,Salad,300.0,Koramangala 4th Block
Dum Biryani Hub,Yes,No,3.9,66,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",700.0,Koramangala 5th Block
Boho,No,Yes,4.2,1721,Koramangala 5th Block,Casual Dining,"Barbecue Chicken Wings, Chilli Paneer, Cocktails, Chicken Steak, Sangria, Spicy Chicken, Burgers",1200.0,BTM
Biergarten,No,Yes,4.8,498,Koramangala 5th Block,"Pub, Microbrewery","Penne Arrabiata Pasta, Craft Beer, Bruschettas, Cocktails, Peri Peri Chicken, Pizza, Mocktails",2100.0,Koramangala 6th Block
Waffle In The Box,Yes,No,,0,HSR,Dessert Parlor,,300.0,HSR
Turkish Shawarma,Yes,No,3.6,21,BTM,"Takeaway, Delivery",,200.0,Koramangala 5th Block
Caffe Pascucci,Yes,Yes,4.0,790,JP Nagar,Casual Dining,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas",1300.0,Bannerghatta Road
Sreeraj Lassi Bar,Yes,No,4.0,87,BTM,Beverage Shop,"Faluda, Fruit Salad, Fruit Lassi",200.0,Koramangala 6th Block
Peace Restaurant,Yes,No,3.9,660,Koramangala 5th Block,Casual Dining,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer",500.0,Koramangala 6th Block
Hunger2Eat,Yes,No,3.8,27,BTM,Quick Bites,,400.0,Bannerghatta Road
Biryani Khazana,Yes,No,3.0,10,Indiranagar,"Takeaway, Delivery",,600.0,Indiranagar
Gowdru Mane Oota,Yes,No,3.7,80,JP Nagar,Quick Bites,,400.0,Bannerghatta Road
Beyond Elements,Yes,Yes,4.1,869,Whitefield,"Casual Dining, Cafe","Masala Chaach, Dal Makhani, Pasta, Wood Fire Pizza, Sweet Lassi, Bharwan Mushroom, Paneer Tikka Masala",900.0,Whitefield
The Little Chef,No,No,3.5,136,HSR,Casual Dining,"Biryani, Dal Makhani, Honey Chilli Potatoes, Noodles, Butter Naan, Veg Thali",600.0,HSR
Bombay Brasserie,Yes,No,4.4,1865,Indiranagar,Casual Dining,"Chips, Cocktails, Biryani, Pinacolada, Almond Soup, Mocktails, Tomato Soup",1800.0,Indiranagar
New Leaf Restaurant,Yes,Yes,3.7,59,Indiranagar,Casual Dining,Hot Pot,1200.0,MG Road
Namma Biriyani,Yes,No,3.7,17,Koramangala 5th Block,Quick Bites,,250.0,Koramangala 4th Block
Ice Land,Yes,No,3.6,34,JP Nagar,Dessert Parlor,"Prompt Service, Friendly Staff",300.0,Jayanagar
GKT Biryani World,Yes,No,3.7,83,HSR,Quick Bites,"Pizza, Chicken Biryani",350.0,BTM
Potato Bae,Yes,No,4.1,56,Koramangala 5th Block,Quick Bites,"Pizza Fries, Almond Shake",500.0,Jayanagar
Jaganath Hotel and Restaurant,Yes,No,3.6,35,JP Nagar,Quick Bites,,200.0,JP Nagar
Om Sai Baba Mess,Yes,No,3.1,11,HSR,Mess,,250.0,HSR
Modern Restaurant,Yes,No,3.1,18,BTM,Casual Dining,,450.0,JP Nagar
Toasty's,No,No,,0,Whitefield,Food Court,,500.0,Whitefield
Eat Eroo - Bombay Vada Pav,No,No,,0,Whitefield,"Takeaway, Delivery",,200.0,Whitefield
Oogway Express,Yes,No,3.9,349,JP Nagar,Casual Dining,"Noodles, Mocktails, Honey Chilli Potatoes, Veg Ball Manchurian, Kung Pao Chicken, Momos, Pepper Chicken",600.0,JP Nagar
Boxout,Yes,No,,0,HSR,Delivery,,500.0,HSR
The Flying Trapeze,No,Yes,,0,Koramangala 5th Block,Lounge,Friendly Staff,1500.0,BTM
2nd Home Restaurant,Yes,No,3.7,21,BTM,Quick Bites,,500.0,Koramangala 5th Block
The Underpass Pub & Grub,No,Yes,4.0,720,JP Nagar,"Pub, Casual Dining","Pasta, Cocktails, Pizza, Paneer Tikka, Mocktails, Fish, Fries",1500.0,JP Nagar
Pappu Chaiwalla,No,No,3.9,689,HSR,Quick Bites,"Chai, Keema Fries, Sandwiches, Chicken Keema, Rajma Chawal, Ginger Tea, Momos",300.0,HSR
WAFL Co,Yes,No,4.2,53,Koramangala 5th Block,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle",400.0,Koramangala 7th Block
BabaYaga's,No,Yes,4.0,244,Indiranagar,"Bar, Casual Dining","Masala Fries, Cocktails, Chicken Wings, Beer, Onion Rings, Pizza, Nachos",1500.0,Old Airport Road
Fillers,Yes,No,3.9,139,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal",300.0,Koramangala 4th Block
Hyderabadi Dum Biryani,No,No,3.7,23,Whitefield,Quick Bites,,300.0,Whitefield
Kanti Sweets,Yes,No,3.8,151,HSR,"Sweet Shop, Quick Bites","Rasmalai, Kheer Kadam",400.0,HSR
Fresh Pressery Cafe,Yes,No,4.1,141,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast, Pasta",1200.0,Koramangala 6th Block
The Boozy Griffin,No,Yes,4.6,4986,Koramangala 5th Block,"Casual Dining, Pub","Cocktails, Craft Beer, Salads, Devils Chicken, Sea Food, Mocktails, Wedges",1800.0,Koramangala 4th Block
Ashirvaad Grand,Yes,No,4.0,113,BTM,Quick Bites,"Masala Dosa, Panneer Butter Masala",400.0,JP Nagar
Haji Ali Juice Centre,Yes,No,4.0,152,Koramangala 5th Block,"Beverage Shop, Quick Bites","Faluda, Sandwiches, Paneer Tikka Pizza, Cream Mango, Custard Apple Cream, Veg Sandwich",350.0,Koramangala 4th Block
Favourite Restaurant,Yes,No,,0,JP Nagar,"Takeaway, Delivery",,300.0,Bannerghatta Road
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,,700.0,JP Nagar
Chillout,Yes,No,,0,BTM,Cafe,,200.0,Koramangala 6th Block
Telugu Velugu,Yes,No,,0,HSR,Quick Bites,,500.0,Koramangala 4th Block
Karama Restaurant,Yes,No,4.1,1570,Koramangala 5th Block,Casual Dining,"Mutton Mandi, Laccha Paratha, Chicken Curry, Tawa Chicken, Rabri, Raan, Biryani",750.0,Koramangala 5th Block
RCS Kitchen,Yes,No,3.4,35,BTM,Quick Bites,,500.0,Koramangala 7th Block
Om Sai Baba Mess,Yes,No,3.1,11,HSR,Mess,,250.0,Koramangala 4th Block
F5,No,No,,0,Whitefield,Quick Bites,,300.0,Brookefield
Dum Biryani Hub,Yes,No,3.9,66,BTM,Quick Bites,"Dum Biryani, Mutton Biryani",700.0,Koramangala 7th Block
Kataria's Home Food,Yes,No,3.1,40,BTM,Quick Bites,"Dal Makhani, Rice, Buttermilk",400.0,Koramangala 4th Block
SS Food Point,No,No,,0,HSR,Quick Bites,,250.0,BTM
Chai Galli,Yes,No,4.3,480,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie",450.0,BTM
Kachori Kafe,Yes,No,3.1,570,HSR,Quick Bites,"Kachori, Tea, Badam Milk, Lassi, Chaat, Paratha, Rabri",300.0,HSR
Biriyani Zone,Yes,No,4.0,1633,Whitefield,Casual Dining,"Plain Rice, Hyderabadi Biryani, Panneer Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Boneless Biryani, Vegetable Biryani",800.0,Whitefield
Chillikum,Yes,No,3.6,38,Indiranagar,Quick Bites,"Paneer Biryani, Vegetable Biryani, Paratha",350.0,Indiranagar
Hotel Bismillah,No,No,,0,HSR,Quick Bites,,400.0,HSR
Bong Connections,No,No,,0,Whitefield,Quick Bites,,300.0,Whitefield
XO Belgian Waffle,Yes,No,4.5,563,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400.0,Koramangala 6th Block
Indiana Burgers,Yes,No,3.4,23,BTM,Delivery,,300.0,Bannerghatta Road
Favourite Restaurant,Yes,No,,0,JP Nagar,"Takeaway, Delivery",,300.0,Jayanagar
